base_symbol,quote_symbol,markets_count,markets
"ICE","USDC",1,"OKEX"
"ICE","USD",1,"OKEX"
"GODS","USDT",4,"bitget;bybit;cryptodotcom;OKEX"
"GODS","EUR",1,"Bitstamp"
"GODS","USD",3,"Coinbase;cryptodotcom;OKEX"
"GODS","USDC",1,"OKEX"
"AZIT","USDT",2,"bitget;mexc"
"BROCCOLI","USDT",4,"bitget;Gateio;HuobiPro;Binance"
"BROCCOLI","USDC",1,"Binance"
"SXP","USDT",4,"bitget;Gateio;whitebit;Binance"
"SXP","KRW",3,"Bithumb;Coinone;Upbit"
"SXP","ETH",1,"Gateio"
"SXP","BTC",3,"Kucoin;Upbit;Binance"
"SXP","USD",1,"P2PB2B"
"SXP","TRX",1,"Poloniex"
"SXP","EUR",1,"whitebit"
"SXP","TRY",1,"Binance"
"MEW","USDT",5,"bitget;bybit;Gateio;OKEX;whitebit"
"MEW","KRW",3,"Bithumb;Coinone;Upbit"
"MEW","EUR",3,"Bitstamp;bitvavo;Kraken"
"MEW","USD",3,"Bitstamp;btse;Kraken"
"MEW","USDC",2,"bybit;whitebit"
"MEW","BTC",1,"Upbit"
"BABYDOGE","USDT",5,"bitget;bybit;Gateio;OKEX;Binance"
"BABYDOGE","USDC",2,"mexc;Binance"
"BABYDOGE","USD",1,"OKEX"
"BABYDOGE","TRY",1,"Binance"
"BABYDOGE","FDUSD",1,"Binance"
"BMT","USDT",4,"bitget;bybit;Gateio;Binance"
"BMT","KRW",2,"Bithumb;Coinone"
"BMT","THB",1,"Bitkub"
"BMT","USDC",3,"Cexio;mexc;Binance"
"BMT","USD",2,"cryptodotcom;Kraken"
"BMT","EUR",1,"Kraken"
"BMT","TRY",1,"Binance"
"ZKL","USDT",4,"bitget;bybit;Gateio;HuobiPro"
"ZKL","KRW",1,"Coinone"
"ELA","USDT",5,"bitget;CoinEx;Gateio;HuobiPro;Kucoin"
"ELA","USD",2,"Coinbase;cryptodotcom"
"ELA","BTC",2,"CoinEx;Kucoin"
"ELA","ETH",1,"Kucoin"
"SWARMS","USDT",3,"bitget;Gateio;Kucoin"
"SWARMS","USD",1,"Kraken"
"SWARMS","EUR",1,"Kraken"
"KITE","USDT",5,"bitget;Gateio;OKEX;whitebit;Binance"
"KITE","THB",1,"Bitkub"
"KITE","EUR",1,"bitvavo"
"KITE","USD",3,"Coinbase;cryptodotcom;OKEX"
"KITE","USDC",2,"mexc;Binance"
"KITE","BTC",1,"Upbit"
"KITE","KRW",1,"Upbit"
"KITE","TRY",1,"Binance"
"KITE","BNB",1,"Binance"
"CUDIS","USDT",3,"bitget;bybit;Gateio"
"GAME","USDT",3,"bitget;Gateio;mexc"
"GAME","KRW",2,"Coinone;Upbit"
"GAME","BTC",1,"Upbit"
"HIGH","USDT",3,"bitget;Gateio;Binance"
"HIGH","KRW",2,"Bithumb;Coinone"
"HIGH","EUR",1,"bitvavo"
"HIGH","USD",2,"Coinbase;cryptodotcom"
"HIGH","TRY",1,"Binance"
"GAIA","USDT",3,"bitget;Kucoin;toobit"
"GAIA","EUR",1,"Kraken"
"GAIA","USD",1,"Kraken"
"C","USDT",4,"bitget;Gateio;mexc;Binance"
"C","THB",1,"Bitkub"
"C","KRW",1,"Coinone"
"C","USDC",2,"mexc;Binance"
"C","TRY",1,"Binance"
"APM","USDT",1,"bitget"
"APM","KRW",1,"Bithumb"
"APM","BTC",1,"BitTrex"
"HOLO","USDT",4,"bitget;bybit;Gateio;Binance"
"HOLO","USD",1,"Kraken"
"HOLO","USDC",2,"mexc;Binance"
"HOLO","BTC",1,"Upbit"
"HOLO","KRW",1,"Upbit"
"HOLO","FDUSD",1,"Binance"
"HOLO","TRY",1,"Binance"
"HOLO","BNB",1,"Binance"
"SERP","USDT",1,"bitget"
"ACM","USDT",5,"bitget;BitMart;Gateio;mexc;Binance"
"ACM","BTC",1,"Upbit"
"ACM","TRY",1,"Binance"
"DOG","USDT",4,"bitget;BitMart;CoinEx;xtpub"
"DOG","EUR",1,"Kraken"
"DOG","USD",1,"Kraken"
"DOG","BRL",1,"MercadoBitcoin"
"RATS","USDT",4,"bitget;bybit;Gateio;HuobiPro"
"STETH","USDT",4,"bitget;bybit;Gateio;OKEX"
"STETH","EUR",1,"bybit"
"STETH","USDC",1,"deribit"
"STETH","ETH",2,"deribit;OKEX"
"STETH","USD",1,"OKEX"
"RIVER","USDT",3,"bitget;BitMart;mexc"
"RIVER","USD",1,"Kraken"
"SAFE","USDT",5,"bitget;bybit;Gateio;OKEX;whitebit"
"SAFE","KRW",3,"Bithumb;Coinone;Upbit"
"SAFE","THB",1,"Bitkub"
"SAFE","EUR",2,"bitvavo;Kraken"
"SAFE","USD",3,"Coinbase;cryptodotcom;Kraken"
"SAFE","BTC",1,"Upbit"
"AIN","USDT",3,"bitget;BitMart;Gateio"
"AIN","USD",1,"Kraken"
"T","USDT",5,"bitget;Gateio;OKEX;whitebit;Binance"
"T","KRW",3,"Bithumb;Coinone;Upbit"
"T","EUR",2,"bitvavo;Kraken"
"T","USD",3,"Coinbase;cryptodotcom;Kraken"
"T","ETH",1,"Gateio"
"T","BTC",1,"Upbit"
"T","USDC",1,"Binance"
"CGN","USDT",3,"bitget;BitMart;Gateio"
"CGN","USDC",1,"mexc"
"IRYS","USDT",3,"bitget;BitMart;Kucoin"
"IRYS","USD",1,"Coinbase"
"IRYS","USDC",1,"mexc"
"PRAI","USDT",3,"bitget;Gateio;Kucoin"
"PRAI","USDC",1,"mexc"
"ZRX","USDT",6,"bitget;bybit;Gateio;OKEX;whitebit;Binance"
"ZRX","KRW",3,"Bithumb;Coinone;Upbit"
"ZRX","THB",1,"Bitkub"
"ZRX","EUR",3,"Bitstamp;bitvavo;Kraken"
"ZRX","USD",4,"Bitstamp;Coinbase;cryptodotcom;Kraken"
"ZRX","XRP",1,"coinfield"
"ZRX","GBP",1,"CoinJar"
"ZRX","USDC",1,"CoinJar"
"ZRX","ETH",1,"Gateio"
"ZRX","TUSD",1,"HitBTC"
"ZRX","NZD",1,"IndependentReserve"
"ZRX","AUD",1,"IndependentReserve"
"ZRX","BTC",2,"Kraken;Upbit"
"PNUT","USDT",7,"bitget;bybit;cryptodotcom;Gateio;OKEX;whitebit;Binance"
"PNUT","USD",5,"Bitstamp;Coinbase;cryptodotcom;Kraken;OKEX"
"PNUT","EUR",4,"bitvavo;Kraken;whitebit;Binance"
"PNUT","KRW",1,"Coinone"
"PNUT","BRL",1,"MercadoBitcoin"
"PNUT","USDC",3,"mexc;whitebit;Binance"
"PNUT","CAD",1,"NDAX"
"PNUT","TRY",1,"Binance"
"PNUT","FDUSD",1,"Binance"
"PNUT","BTC",1,"Binance"
"HOUSE","USDT",4,"bitget;Gateio;Kucoin;mexc"
"HOUSE","USD",1,"Kraken"
"HOUSE","EUR",1,"Kraken"
"USD1","USDC",4,"bitget;bullish;Kraken;Binance"
"USD1","USDT",6,"bitget;bybit;Gateio;OKEX;whitebit;Binance"
"USD1","KRW",3,"Bithumb;Coinone;Upbit"
"USD1","USD",3,"btse;Coinbase;Kraken"
"AIA","USDT",2,"bitget;Gateio"
"ENS","USDT",8,"bitget;bybit;Coinbase;cryptodotcom;Gateio;OKEX;whitebit;Binance"
"ENS","KRW",3,"Bithumb;Korbit;Upbit"
"ENS","THB",1,"Bitkub"
"ENS","EUR",4,"bitvavo;Coinbase;Kraken;whitebit"
"ENS","USDC",5,"bullish;bybit;Gateio;whitebit;Binance"
"ENS","USD",3,"Coinbase;cryptodotcom;Kraken"
"ENS","ETH",1,"Gateio"
"ENS","BRL",1,"MercadoBitcoin"
"ENS","BTC",2,"Upbit;Binance"
"ENS","TRY",1,"Binance"
"ALPHA","USDT",3,"bitget;BitMart;Gateio"
"ALPHA","THB",1,"Bitkub"
"ALPHA","EUR",2,"bitvavo;Kraken"
"ALPHA","KRW",2,"Coinone;Korbit"
"ALPHA","ETH",1,"Gateio"
"ALPHA","USD",1,"Kraken"
"ALPHA","BTC",1,"Kucoin"
"ALPHA","BRL",1,"MercadoBitcoin"
"ALPHA","USDC",1,"OKEX"
"CETUS","USDT",5,"bitget;Gateio;OKEX;whitebit;Binance"
"CETUS","THB",1,"Bitkub"
"CETUS","EUR",1,"bitvavo"
"CETUS","KRW",1,"Coinone"
"CETUS","USD",2,"cryptodotcom;OKEX"
"CETUS","TRY",1,"Binance"
"CETUS","USDC",1,"Binance"
"BB","USDT",5,"bitget;bybit;Gateio;whitebit;Binance"
"BB","USDC",2,"Gateio;Binance"
"BB","BTC",2,"whitebit;Binance"
"BB","TRY",2,"whitebit;Binance"
"BB","BNB",1,"Binance"
"BB","FDUSD",1,"Binance"
"YFI","USDT",6,"bitget;bybit;Gateio;OKEX;whitebit;Binance"
"YFI","KRW",1,"Bithumb"
"YFI","THB",1,"Bitkub"
"YFI","USDC",1,"Bitso"
"YFI","USD",4,"Bitstamp;Coinbase;cryptodotcom;Kraken"
"YFI","EUR",4,"Bitstamp;bitvavo;Kraken;whitebit"
"YFI","BTC",2,"Coinbase;Binance"
"YFI","AUD",2,"CoinJar;IndependentReserve"
"YFI","GBP",1,"CoinJar"
"YFI","ETH",1,"Gateio"
"YFI","NZD",1,"IndependentReserve"
"YFI","UAH",1,"whitebit"
"CAMLY","USDT",1,"bitget"
"MONGY","USDT",1,"bitget"
"DEUSD","USDT",1,"bitget"
"ARC","USDT",3,"bitget;Gateio;mexc"
"ARC","USD",3,"Cexio;cryptodotcom;Kraken"
"ARC","EUR",1,"Kraken"
"AVA","USDT",4,"bitget;bybit;Gateio;Binance"
"AVA","EUR",1,"bitvavo"
"AVA","ETH",1,"Kucoin"
"AVA","BTC",2,"Kucoin;Binance"
"AVA","TRX",1,"Poloniex"
"AWE","USDT",4,"bitget;Gateio;whitebit;Binance"
"AWE","USD",1,"Coinbase"
"AWE","KRW",2,"Coinone;Upbit"
"AWE","BTC",2,"Upbit;Binance"
"AWE","EUR",1,"whitebit"
"ARK","USDT",4,"bitget;Gateio;whitebit;Binance"
"ARK","KRW",2,"Bithumb;Upbit"
"ARK","EUR",1,"bitvavo"
"ARK","BTC",2,"CoinEx;Upbit"
"ARK","USD",1,"cryptodotcom"
"ARK","TRY",1,"Binance"
"NKN","USDT",4,"bitget;Gateio;whitebit;Binance"
"NKN","EUR",1,"bitvavo"
"NKN","USD",2,"Coinbase;cryptodotcom"
"NKN","GBP",1,"Coinbase"
"NKN","ETH",1,"Gateio"
"NKN","BTC",2,"Kucoin;Upbit"
"CKB","USDT",4,"bitget;Gateio;whitebit;Binance"
"CKB","KRW",3,"Bithumb;Coinone;Upbit"
"CKB","EUR",1,"bitvavo"
"CKB","BTC",3,"CoinEx;Kucoin;Upbit"
"CKB","USDC",4,"CoinEx;Gateio;whitebit;Binance"
"CKB","USD",1,"cryptodotcom"
"CKB","ETH",1,"Gateio"
"CKB","IDR",1,"indodax"
"CKB","TRY",1,"Binance"
"OGLG","USDT",1,"bitget"
"AUCTION","USDT",5,"bitget;Gateio;OKEX;whitebit;Binance"
"AUCTION","KRW",3,"Bithumb;Coinone;Upbit"
"AUCTION","EUR",2,"bitvavo;Kraken"
"AUCTION","USD",3,"Coinbase;Kraken;OKEX"
"AUCTION","ETH",1,"Gateio"
"AUCTION","BTC",2,"Upbit;Binance"
"AUCTION","USDC",1,"Binance"
"AUCTION","TRY",1,"Binance"
"EPT","USDT",4,"bitget;bybit;Gateio;mexc"
"EPT","KRW",1,"Bithumb"
"EPT","EUR",1,"Kraken"
"EPT","USD",1,"Kraken"
"EPT","USDC",1,"mexc"
"MEME","USDT",6,"bitget;bybit;Gateio;OKEX;whitebit;Binance"
"MEME","THB",1,"Bitkub"
"MEME","EUR",2,"bitvavo;Kraken"
"MEME","USD",3,"Cexio;Kraken;OKEX"
"MEME","KRW",1,"Coinone"
"MEME","BRL",1,"MercadoBitcoin"
"MEME","TRY",2,"whitebit;Binance"
"MEME","USDC",1,"Binance"
"MEME","FDUSD",1,"Binance"
"PUNDIX","USDT",8,"bitget;CoinEx;DigiFinex;Gateio;HuobiPro;indodax;Kucoin;Binance"
"PUNDIX","KRW",3,"Bithumb;Coinone;Upbit"
"PUNDIX","EUR",1,"bitvavo"
"PUNDIX","USDC",2,"Cexio;Binance"
"PUNDIX","USD",1,"Coinbase"
"PUNDIX","ETH",1,"Gateio"
"PUNDIX","BTC",1,"Upbit"
"JELLYJELLY","USDT",3,"bitget;Gateio;Kucoin"
"JELLYJELLY","USD",1,"cryptodotcom"
"TCOM","USDT",3,"bitget;Gateio;toobit"
"TREAT","USDT",3,"bitget;Gateio;mexc"
"ZBCN","USDT",4,"bitget;Gateio;HuobiPro;OKEX"
"ZBCN","KRW",1,"Bithumb"
"ZBCN","EUR",2,"bitvavo;Kraken"
"ZBCN","USD",3,"cryptodotcom;Kraken;OKEX"
"ZBCN","BRL",1,"MercadoBitcoin"
"ZBCN","USDC",1,"mexc"
"WAI","USDT",3,"bitget;Gateio;Kucoin"
"BWB","USDT",2,"bitget;mexc"
"FHE","USDT",4,"bitget;bybit;Gateio;mexc"
"FHE","EUR",1,"Kraken"
"FHE","USD",1,"Kraken"
"FHE","USDC",1,"mexc"
"PLANCK","USDT",3,"bitget;Gateio;Kucoin"
"PLANCK","USD",1,"Kraken"
"PLANCK","EUR",1,"Kraken"
"KUB","USDT",4,"bitget;bybit;CoinEx;Gateio"
"KUB","THB",1,"Bitkub"
"KUB","BTC",1,"CoinEx"
"HTX","USDT",4,"bitget;bybit;Gateio;HuobiPro"
"INJ","USDT",7,"bitget;bybit;cryptodotcom;Gateio;OKEX;whitebit;Binance"
"INJ","USDC",5,"bitget;bybit;Gateio;whitebit;Binance"
"INJ","KRW",3,"Bithumb;Korbit;Upbit"
"INJ","THB",1,"Bitkub"
"INJ","EUR",5,"Bitstamp;bitvavo;Kraken;OKEX;whitebit"
"INJ","USD",4,"Bitstamp;Coinbase;cryptodotcom;Kraken"
"INJ","AUD",1,"CoinJar"
"INJ","GBP",1,"CoinJar"
"INJ","BTC",4,"Kucoin;Upbit;whitebit;Binance"
"INJ","ZAR",1,"Luno"
"INJ","BRL",1,"MercadoBitcoin"
"INJ","CAD",1,"NDAX"
"INJ","TRY",2,"whitebit;Binance"
"INJ","BNB",1,"Binance"
"INJ","FDUSD",1,"Binance"
"MAK","USDT",2,"bitget;Gateio"
"MAK","KRW",1,"Coinone"
"BITLAYER","USDT",4,"bitget;Gateio;Kucoin;mexc"
"BITLAYER","KRW",1,"Coinone"
"BITLAYER","USD",1,"Kraken"
"BITLAYER","EUR",1,"Kraken"
"BITLAYER","USDC",1,"mexc"
"CYCON","USDT",1,"bitget"
"CYCON","KRW",1,"Bithumb"
"ROSA","USDT",1,"bitget"
"SYN","USDT",5,"bitget;CoinEx;Gateio;HuobiPro;Binance"
"SYN","EUR",2,"bitvavo;Kraken"
"SYN","USD",2,"cryptodotcom;Kraken"
"SYN","ETH",1,"Gateio"
"SYN","KRW",1,"Korbit"
"SYN","USDC",1,"Binance"
"LISTA","USDT",3,"bitget;Gateio;Binance"
"LISTA","EUR",1,"bitvavo"
"LISTA","KRW",1,"Coinone"
"LISTA","USDC",1,"Binance"
"LISTA","FDUSD",1,"Binance"
"LISTA","TRY",1,"Binance"
"NFP","USDT",4,"bitget;Gateio;whitebit;Binance"
"NFP","EUR",1,"bitvavo"
"NFP","TRY",1,"Binance"
"NFP","BTC",1,"Binance"
"NFP","FDUSD",1,"Binance"
"XOR","USDT",1,"bitget"
"XOR","ETH",1,"Gateio"
"SOLV","USDT",4,"bitget;bybit;Gateio;Binance"
"SOLV","EUR",1,"bitvavo"
"SOLV","KRW",1,"Coinone"
"SOLV","BNB",1,"Binance"
"SOLV","FDUSD",1,"Binance"
"SOLV","TRY",1,"Binance"
"SOLV","USDC",1,"Binance"
"P","USDT",3,"bitget;Gateio;Kucoin"
"RVV","USDT",3,"bitget;Gateio;Kucoin"
"RVV","USD",1,"Kraken"
"BTT","USDT",5,"bitget;bybit;Gateio;whitebit;Binance"
"BTT","KRW",4,"Bithumb;Coinone;Korbit;Upbit"
"BTT","EUR",3,"bitvavo;Cexio;Kraken"
"BTT","USD",3,"bullish;Cexio;Kraken"
"BTT","USDC",2,"CoinEx;Poloniex"
"BTT","ETH",1,"Gateio"
"BTT","BRL",1,"MercadoBitcoin"
"BTT","USDD",1,"Poloniex"
"BTT","TRX",1,"Poloniex"
"BTT","TRY",1,"Binance"
"ALPH","USDT",5,"bitget;BitMart;CoinEx;Gateio;mexc"
"ALPH","BTC",1,"CoinEx"
"VIB","USDT",2,"bitget;HitBTC"
"VIB","ETH",1,"HitBTC"
"PYUSD","USDT",5,"bitget;bybit;cryptodotcom;Gateio;OKEX"
"PYUSD","MXN",1,"Bitso"
"PYUSD","USDC",1,"bullish"
"PYUSD","USD",2,"cryptodotcom;Kraken"
"PYUSD","EUR",1,"Kraken"
"A","USDT",6,"bitget;bybit;Gateio;OKEX;whitebit;Binance"
"A","KRW",3,"Bithumb;Coinone;Upbit"
"A","EUR",3,"bitvavo;Kraken;whitebit"
"A","USD",3,"cryptodotcom;Kraken;OKEX"
"A","ETH",1,"Kucoin"
"A","USDC",3,"Kucoin;whitebit;Binance"
"A","BTC",3,"Kucoin;whitebit;Binance"
"A","CAD",1,"NDAX"
"A","TRY",2,"whitebit;Binance"
"BOS","USDT",3,"bitget;Gateio;Kucoin"
"BOS","USD",1,"Kraken"
"LQTY","USDT",5,"bitget;Gateio;OKEX;whitebit;Binance"
"LQTY","THB",1,"Bitkub"
"LQTY","EUR",2,"bitvavo;Kraken"
"LQTY","USD",3,"Coinbase;cryptodotcom;Kraken"
"LQTY","KRW",1,"Coinone"
"LQTY","BRL",1,"MercadoBitcoin"
"LQTY","USDC",1,"OKEX"
"BIGTIME","USDT",5,"bitget;Gateio;OKEX;whitebit;Binance"
"BIGTIME","KRW",3,"Bithumb;Coinone;Upbit"
"BIGTIME","EUR",2,"bitvavo;Kraken"
"BIGTIME","USD",3,"Coinbase;cryptodotcom;Kraken"
"BIGTIME","BTC",1,"Upbit"
"BIGTIME","USDC",2,"whitebit;Binance"
"ESPORTS","USDT",3,"bitget;Gateio;mexc"
"ESPORTS","USD",1,"Kraken"
"LUMIA","USDT",3,"bitget;Gateio;Binance"
"LUMIA","EUR",1,"bitvavo"
"LUMIA","USD",1,"cryptodotcom"
"LUMIA","TRY",1,"Binance"
"UXLINK","USDT",4,"bitget;bybit;Gateio;OKEX"
"UXLINK","KRW",1,"Bithumb"
"UXLINK","EUR",1,"bitvavo"
"UXLINK","USD",1,"Kraken"
"ETHFI","USDT",6,"bitget;bybit;Gateio;OKEX;whitebit;Binance"
"ETHFI","KRW",3,"Bithumb;Coinone;Korbit"
"ETHFI","THB",1,"Bitkub"
"ETHFI","EUR",3,"bitvavo;Kraken;whitebit"
"ETHFI","USDC",3,"bullish;Gateio;Binance"
"ETHFI","USD",4,"Coinbase;cryptodotcom;Kraken;OKEX"
"ETHFI","BRL",1,"MercadoBitcoin"
"ETHFI","BTC",2,"Upbit;whitebit"
"ETHFI","TRY",2,"whitebit;Binance"
"ETHFI","FDUSD",1,"Binance"
"HEI","USDT",4,"bitget;bitunix;Gateio;Binance"
"HEI","EUR",1,"bitvavo"
"HEI","KRW",1,"Coinone"
"HEI","USD",1,"cryptodotcom"
"HEI","USDC",1,"Binance"
"HEI","TRY",1,"Binance"
"HEI","BTC",1,"Binance"
"AITECH","USDT",9,"bitget;BitMart;CoinEx;DigiFinex;Gateio;HuobiPro;Kucoin;mexc;whitebit"
"COMMON","USDT",3,"bitget;bybit;Gateio"
"AUDIO","USDT",4,"bitget;Gateio;whitebit;Binance"
"AUDIO","KRW",1,"Bithumb"
"AUDIO","EUR",3,"Bitstamp;bitvavo;Kraken"
"AUDIO","USD",4,"Bitstamp;Coinbase;cryptodotcom;Kraken"
"AUDIO","BTC",3,"CoinEx;Upbit;Binance"
"AUDIO","GBP",1,"CoinJar"
"AUDIO","ETH",1,"Gateio"
"AUDIO","TRY",1,"Binance"
"FIS","USDT",3,"bitget;Gateio;whitebit"
"FIS","USD",2,"Coinbase;Kraken"
"FIS","KRW",1,"Coinone"
"FIS","ETH",1,"Gateio"
"FIS","EUR",1,"Kraken"
"MBL","USDT",3,"bitget;Gateio;Binance"
"MBL","KRW",3,"Bithumb;Coinone;Upbit"
"MBL","USD",1,"cryptodotcom"
"MBL","ETH",1,"Gateio"
"MBL","IDR",1,"indodax"
"LIT","USDT",1,"bitget"
"LIT","KRW",1,"Coinone"
"LIT","ETH",1,"Gateio"
"LIT","USD",1,"Kraken"
"LIT","EUR",1,"Kraken"
"LIT","BTC",1,"Kucoin"
"SUP","USDT",3,"bitget;BitMart;Kucoin"
"RSS3","USDT",4,"bitget;bybit;Gateio;OKEX"
"RSS3","KRW",1,"Bithumb"
"RSS3","USD",1,"OKEX"
"RSS3","USDC",1,"OKEX"
"RHEA","USDT",3,"bitget;BitMart;Gateio"
"RHEA","USD",1,"Kraken"
"RHEA","EUR",1,"Kraken"
"MAV","USDT",4,"bitget;Gateio;whitebit;Binance"
"MAV","KRW",2,"Bithumb;Coinone"
"MAV","EUR",1,"bitvavo"
"MAV","USD",1,"cryptodotcom"
"MAV","USDC",1,"Binance"
"MAV","BTC",1,"Binance"
"MAV","TRY",1,"Binance"
"MAJOR","USDT",4,"bitget;bybit;Gateio;OKEX"
"MAJOR","USD",1,"OKEX"
"LIGHT","USDT",3,"bitget;Gateio;Kucoin"
"ASR","USDT",4,"bitget;BTCTurk;Gateio;Binance"
"ASR","TRY",1,"Binance"
"TAG","USDT",3,"bitget;BitMart;Gateio"
"TAG","USD1",1,"mexc"
"FLOW","USDT",8,"bitget;bybit;Coinbase;cryptodotcom;Gateio;OKEX;whitebit;Binance"
"FLOW","KRW",3,"Bithumb;Korbit;Upbit"
"FLOW","THB",1,"Bitkub"
"FLOW","USD",3,"Coinbase;cryptodotcom;Kraken"
"FLOW","USDC",1,"CoinEx"
"FLOW","ETH",1,"Gateio"
"FLOW","EUR",3,"Kraken;OKEX;whitebit"
"FLOW","GBP",1,"Kraken"
"FLOW","BTC",3,"Upbit;whitebit;Binance"
"TRADOOR","USDT",3,"bitget;BitMart;bitunix"
"XCX","USDT",3,"bitget;Gateio;mexc"
"MX","USDT",4,"bitget;bybit;HuobiPro;mexc"
"MX","BRL",1,"mexc"
"MX","EUR",1,"mexc"
"MX","ETH",1,"mexc"
"MX","USDC",1,"mexc"
"MX","BTC",1,"mexc"
"AL","USDT",1,"bitget"
"RECALL","USDT",3,"bitget;bybit;Gateio"
"RECALL","THB",1,"Bitkub"
"RECALL","EUR",1,"bitvavo"
"RECALL","USD",1,"Coinbase"
"RECALL","USDC",1,"mexc"
"UMA","USDT",6,"bitget;bybit;Gateio;OKEX;whitebit;Binance"
"UMA","KRW",3,"Bithumb;Coinone;Korbit"
"UMA","THB",1,"Bitkub"
"UMA","EUR",4,"Bitstamp;bitvavo;Cexio;Kraken"
"UMA","USD",3,"Coinbase;cryptodotcom;Kraken"
"UMA","GBP",1,"CoinJar"
"UMA","BRL",1,"MercadoBitcoin"
"UMA","ETH",1,"mexc"
"UMA","TRY",2,"whitebit;Binance"
"UMA","BTC",1,"whitebit"
"UMA","USDC",1,"Binance"
"VINE","USDT",4,"bitget;Gateio;mexc;OKEX"
"VINE","KRW",1,"Coinone"
"VINE","USD",2,"cryptodotcom;Kraken"
"VINE","EUR",1,"Kraken"
"VINE","BRL",1,"mexc"
"ROAM","USDT",3,"bitget;bybit;Gateio"
"XPR","USDT",5,"bitget;CoinEx;Gateio;Kucoin;mexc"
"XPR","KRW",1,"Bithumb"
"XPR","BTC",1,"CoinEx"
"XPR","ETH",1,"Gateio"
"DENT","USDT",5,"bitget;CoinEx;DigiFinex;Gateio;Binance"
"DENT","EUR",2,"bitvavo;Kraken"
"DENT","IDR",1,"indodax"
"DENT","USD",1,"Kraken"
"DENT","BTC",1,"Upbit"
"DENT","TRY",1,"Binance"
"NEXA","USDT",4,"bitget;BitMart;CoinEx;mexc"
"CAKE","USDT",6,"bitget;bybit;Cexio;Gateio;whitebit;Binance"
"CAKE","KRW",2,"Bithumb;Coinone"
"CAKE","EUR",2,"bitvavo;Kraken"
"CAKE","USD",3,"Cexio;Coinbase;Kraken"
"CAKE","USDC",3,"CoinEx;whitebit;Binance"
"CAKE","BTC",3,"CoinEx;HitBTC;Binance"
"CAKE","ETH",1,"Gateio"
"CAKE","TRY",1,"Binance"
"CAKE","BNB",1,"Binance"
"TUT","USDT",4,"bitget;Gateio;mexc;Binance"
"TUT","USDC",1,"Binance"
"SAPIEN","USDT",5,"bitget;Gateio;Kucoin;mexc;Binance"
"SAPIEN","THB",1,"Bitkub"
"SAPIEN","EUR",2,"bitvavo;Kraken"
"SAPIEN","USD",3,"Coinbase;cryptodotcom;Kraken"
"SAPIEN","USDC",1,"Binance"
"SAPIEN","BNB",1,"Binance"
"SAPIEN","TRY",1,"Binance"
"HOOK","USDT",5,"bitget;bybit;Gateio;whitebit;Binance"
"HOOK","EUR",1,"bitvavo"
"LAT","USDT",5,"bitget;CoinEx;Gateio;mexc;OKEX"
"LAT","BTC",1,"CoinEx"
"LAT","USDC",1,"OKEX"
"LAT","USD",1,"OKEX"
"RWA","USDT",2,"bitget;bitunix"
"RWA","USDC",1,"mexc"
"ZRC","USDT",4,"bitget;bybit;Gateio;HuobiPro"
"ZRC","KRW",2,"Bithumb;Coinone"
"ZRC","THB",1,"Bitkub"
"ZRC","EUR",2,"bitvavo;Kraken"
"ZRC","USD",2,"cryptodotcom;Kraken"
"MAGIC","USDT",6,"bitget;bybit;Gateio;OKEX;whitebit;Binance"
"MAGIC","KRW",1,"Bithumb"
"MAGIC","EUR",1,"bitvavo"
"MAGIC","USD",3,"Coinbase;cryptodotcom;OKEX"
"MAGIC","BTC",2,"Upbit;Binance"
"MAGIC","USDC",1,"Binance"
"MAGIC","TRY",1,"Binance"
"RACA","USDT",3,"bitget;bybit;Gateio"
"RACA","USDC",1,"BitMart"
"RACA","BRL",1,"MercadoBitcoin"
"RACA","USD",1,"OKEX"
"PUBLIC","USDT",4,"bitget;BitMart;Gateio;Kucoin"
"GPS","USDT",4,"bitget;bybit;Gateio;Binance"
"GPS","USDC",1,"Binance"
"GPS","TRY",1,"Binance"
"GPS","BNB",1,"Binance"
"WOO","USDT",7,"bitget;bybit;cryptodotcom;Gateio;OKEX;whitebit;Binance"
"WOO","KRW",2,"Bithumb;Coinone"
"WOO","THB",1,"Bitkub"
"WOO","EUR",3,"Bitstamp;bitvavo;Kraken"
"WOO","USD",3,"Bitstamp;cryptodotcom;Kraken"
"WOO","ETH",1,"Gateio"
"WOO","BTC",1,"whitebit"
"ZORA","USDT",5,"bitget;bybit;Gateio;OKEX;whitebit"
"ZORA","EUR",2,"bitvavo;Kraken"
"ZORA","USD",3,"Coinbase;cryptodotcom;Kraken"
"ZORA","KRW",2,"Coinone;Upbit"
"ZORA","USDC",1,"mexc"
"ZORA","BTC",1,"Upbit"
"NERO","USDT",2,"bitget;Gateio"
"AB","USDT",3,"bitget;BitMart;Gateio"
"AB","USD",1,"Kraken"
"AB","EUR",1,"Kraken"
"QKC","USDT",6,"bitget;CoinEx;Gateio;LAToken;mexc;Binance"
"QKC","EUR",1,"bitvavo"
"QKC","BTC",1,"CoinEx"
"QKC","ETH",1,"Gateio"
"QKC","KRW",1,"Upbit"
"KGEN","USDT",3,"bitget;Gateio;Kucoin"
"KGEN","KRW",1,"Coinone"
"KGEN","EUR",1,"Kraken"
"KGEN","USD",1,"Kraken"
"CROSS","USDT",3,"bitget;Gateio;Kucoin"
"CROSS","EUR",1,"bitvavo"
"CROSS","KRW",2,"Coinone;Korbit"
"GEAR","USDT",3,"bitget;Gateio;OKEX"
