base_symbol,quote_symbol,markets_count,markets
"SHIB","GBP",3,"Cexio;Coinbase;CoinJar"
"SHIB","AUD",2,"CoinJar;IndependentReserve"
"SHIB","SGD",1,"IndependentReserve"
"SHIB","DOGE",2,"Kucoin;Binance"
"SHIB","BRL",2,"MercadoBitcoin;Binance"
"SHIB","CAD",1,"NDAX"
"SHIB","BUSD",1,"P2PB2B"
"SHIB","TRY",2,"whitebit;Binance"
"SHIB","UAH",1,"whitebit"
"SHIB","JPY",1,"Binance"
"SHIB","FDUSD",1,"Binance"
"DYDX","BTC",3,"bequant;CoinEx;Binance"
"DYDX","USDT",7,"bitget;bybit;cryptodotcom;Gateio;OKEX;whitebit;Binance"
"DYDX","KRW",3,"Bithumb;Coinone;Korbit"
"DYDX","THB",1,"Bitkub"
"DYDX","EUR",3,"bitvavo;Kraken;whitebit"
"DYDX","USDC",3,"bybit;whitebit;Binance"
"DYDX","USD",4,"Cexio;cryptodotcom;Kraken;OKEX"
"DYDX","ETH",1,"Gateio"
"DYDX","IDR",1,"indodax"
"DYDX","FDUSD",1,"Binance"
"DYDX","TRY",1,"Binance"
"ETH","USDP",1,"bequant"
"ETH","BTC",17,"binanceusa;Bitfinex;bitget;Bitstamp;bullish;bybit;Cexio;Coinbase;cryptodotcom;deribit;Gateio;Kraken;lmax;OKEX;Upbit;whitebit;Binance"
"ETH","USDT",17,"binanceusa;Bitfinex;bitget;Bitstamp;bullish;bybit;Cexio;Coinbase;cryptodotcom;deribit;Gateio;hashkey;Kraken;OKEX;Upbit;whitebit;Binance"
"ETH","USD",12,"binanceusa;Bitfinex;Bitstamp;bullish;Cexio;Coinbase;cryptodotcom;hashkey;Kraken;lmax;OKEX;whitebit"
"ETH","USDC",13,"binanceusa;bitget;Bitstamp;bitvavo;bullish;bybit;Cexio;deribit;Gateio;Kraken;OKEX;whitebit;Binance"
"ETH","ILS",1,"Bit2C"
"ETH","JPY",5,"BitBank;bitFlyer;Kraken;lmax;Binance"
"ETH","EURT",1,"Bitfinex"
"ETH","GBP",6,"Bitfinex;Bitstamp;Cexio;Coinbase;Kraken;lmax"
"ETH","EUR",14,"Bitfinex;bitget;Bitstamp;bitvavo;bullish;bybit;Cexio;Coinbase;cryptodotcom;Kraken;lmax;OKEX;whitebit;Binance"
"ETH","USDE",4,"bitget;bybit;deribit;mexc"
"ETH","RLUSD",5,"bitget;Bitstamp;bullish;bybit;lmax"
"ETH","BRL",4,"bitget;bybit;OKEX;Binance"
"ETH","KRW",5,"Bithumb;Coinone;gopax;Korbit;Upbit"
"ETH","THB",1,"Bitkub"
"ETH","TUSD",3,"BitMart;whitebit;Binance"
"ETH","MXN",2,"Bitso;Binance"
"ETH","ARS",2,"Bitso;Binance"
"ETH","COP",1,"Bitso"
"ETH","EURC",2,"Bitstamp;Kraken"
"ETH","EURCV",2,"Bitstamp;bullish"
"ETH","AUD",5,"BTCMarkets;CoinJar;IndependentReserve;Kraken;OKEX"
"ETH","INR",1,"btse"
"ETH","AUSD",1,"bullish"
"ETH","USD1",4,"bullish;Gateio;Kraken;mexc"
"ETH","TRY",4,"bybit;OKEX;whitebit;Binance"
"ETH","DAI",4,"bybit;Coinbase;Kraken;Binance"
"ETH","PLN",3,"bybit;whitebit;Binance"
"ETH","CZK",1,"Coinmate"
"ETH","PYUSD",2,"cryptodotcom;Kraken"
"ETH","UAH",2,"Exmo;whitebit"
"ETH","GATEUSD",1,"Gateio"
"ETH","HKD",1,"hashkey"
"ETH","SGD",1,"IndependentReserve"
"ETH","NZD",1,"IndependentReserve"
"ETH","IDR",3,"indodax;Luno;Binance"
"ETH","CHF",1,"Kraken"
"ETH","CAD",2,"Kraken;NDAX"
"ETH","EUROP",1,"Kraken"
"ETH","MYR",1,"Luno"
"ETH","ZAR",3,"Luno;valr;Binance"
"ETH","NGN",1,"Luno"
"ETH","USDF",1,"mexc"
"ETH","AED",1,"OKEX"
"ETH","BUSD",1,"P2PB2B"
"ETH","USDD",1,"Poloniex"
"ETH","KZT",1,"whitebit"
"ETH","FDUSD",1,"Binance"
"TUSD","DAI",2,"bequant;HitBTC"
"TUSD","USD",1,"Bitfinex"
"TUSD","USDT",5,"bitget;bybit;Gateio;whitebit;Binance"
"TUSD","USDC",1,"BitMart"
"TUSD","MXN",1,"Bitso"
"TUSD","EUR",1,"Kraken"
"EOS","DAI",1,"bequant"
"EOS","EURS",1,"bequant"
"EOS","USDT",1,"Bitfinex"
"EOS","USD",2,"Bitfinex;Coinbase"
"EOS","TRY",1,"BTCTurk"
"EOS","BTC",1,"Coinbase"
"EOS","EUR",1,"Coinbase"
"EOS","GBP",1,"CoinJar"
"EOS","HT",1,"HuobiPro"
"EOS","USDD",1,"HuobiPro"
"EOS","NZD",1,"IndependentReserve"
"EOS","AUD",1,"IndependentReserve"
"EOS","KRW",1,"Korbit"
"EOS","USDC",1,"Kraken"
"EOS","KCS",1,"Kucoin"
"EOS","ETH",1,"Kucoin"
"EOS","UAH",1,"Kuna"
"KNC","BTC",3,"bequant;Kucoin;Binance"
"KNC","USDT",5,"bitget;Gateio;OKEX;whitebit;Binance"
"KNC","KRW",3,"Bithumb;Coinone;Upbit"
"KNC","THB",1,"Bitkub"
"KNC","EUR",3,"Bitstamp;bitvavo;Kraken"
"KNC","USD",4,"Coinbase;cryptodotcom;Kraken;OKEX"
"KNC","GBP",1,"CoinJar"
"KNC","USDC",1,"CoinJar"
"KNC","AUD",1,"CoinJar"
"KNC","ETH",1,"Kucoin"
"KNC","BRL",1,"MercadoBitcoin"
"HBAR","BTC",3,"bequant;whitebit;Binance"
"HBAR","USDT",10,"binanceusa;bitget;bybit;Cexio;Coinbase;cryptodotcom;Gateio;OKEX;whitebit;Binance"
"HBAR","USD",7,"binanceusa;Bitstamp;Cexio;Coinbase;cryptodotcom;Kraken;OKEX"
"HBAR","USDC",4,"bit2me;bybit;whitebit;Binance"
"HBAR","KRW",4,"Bithumb;Coinone;Korbit;Upbit"
"HBAR","THB",1,"Bitkub"
"HBAR","EUR",5,"Bitstamp;bitvavo;Kraken;OKEX;whitebit"
"HBAR","AUD",1,"BTCMarkets"
"HBAR","MANTLE",1,"bybit"
"HBAR","ETH",1,"HitBTC"
"HBAR","MYR",1,"Luno"
"HBAR","BRL",1,"MercadoBitcoin"
"HBAR","CAD",1,"NDAX"
"HBAR","IDR",1,"Binance"
"HBAR","FDUSD",1,"Binance"
"HBAR","TRY",1,"Binance"
"HBAR","BNB",1,"Binance"
"LTC","EURS",1,"bequant"
"LTC","USD",11,"binanceusa;Bitfinex;Bitstamp;Cexio;Coinbase;cryptodotcom;hashkey;Kraken;lmax;OKEX;whitebit"
"LTC","USDT",11,"binanceusa;Bitfinex;bitget;bybit;Cexio;cryptodotcom;Gateio;Kraken;OKEX;whitebit;Binance"
"LTC","ILS",1,"Bit2C"
"LTC","JPY",5,"BitBank;huobijapan;Kraken;lmax;Binance"
"LTC","BTC",10,"Bitfinex;bitget;Bitstamp;bybit;Coinbase;cryptodotcom;Gateio;Kraken;whitebit;Binance"
"LTC","USDC",8,"bitget;bullish;bybit;Gateio;Kraken;OKEX;whitebit;Binance"
"LTC","ETH",3,"bitget;Kraken;Binance"
"LTC","EUR",10,"bitget;Bitstamp;bitvavo;bybit;Coinbase;Kraken;lmax;OKEX;whitebit;Binance"
"LTC","BRL",3,"Bitso;MercadoBitcoin;Binance"
"LTC","MXN",1,"Bitso"
"LTC","AUD",4,"BTCMarkets;CoinJar;IndependentReserve;Kraken"
"LTC","TRY",3,"BTCTurk;whitebit;Binance"
"LTC","MANTLE",1,"bybit"
"LTC","GBP",4,"Cexio;Coinbase;Kraken;lmax"
"LTC","BCH",1,"CoinEx"
"LTC","XRP",1,"coinfield"
"LTC","CZK",1,"Coinmate"
"LTC","RUB",1,"Graviex"
"LTC","DASH",1,"Graviex"
"LTC","DAI",1,"HitBTC"
"LTC","HT",1,"HuobiPro"
"LTC","NZD",1,"IndependentReserve"
"LTC","SGD",1,"IndependentReserve"
"LTC","KCS",1,"Kucoin"
"LTC","ZAR",1,"Luno"
"LTC","NGN",1,"Luno"
"LTC","MYR",1,"Luno"
"LTC","CHF",1,"Lykke"
"LTC","CAD",1,"NDAX"
"LTC","USDD",1,"Poloniex"
"LTC","UAH",1,"whitebit"
"LTC","BNB",1,"Binance"
"LTC","FDUSD",1,"Binance"
"BNB","BTC",4,"bequant;binanceusa;Gateio;Binance"
"BNB","USD",5,"binanceusa;Cexio;Coinbase;Kraken;OKEX"
"BNB","USDT",8,"binanceusa;bitget;bybit;Cexio;Gateio;Kraken;OKEX;Binance"
"BNB","JPY",2,"BitBank;Binance"
"BNB","USDC",5,"bitget;bybit;Gateio;Kraken;Binance"
"BNB","KRW",3,"Bithumb;Coinone;Korbit"
"BNB","THB",1,"Bitkub"
"BNB","EUR",3,"bitvavo;Kraken;Binance"
"BNB","GATEUSD",1,"Gateio"
"BNB","USD1",1,"Gateio"
"BNB","ETH",3,"HitBTC;P2PB2B;Binance"
"BNB","IDR",2,"indodax;Binance"
"BNB","KCS",1,"Kucoin"
"BNB","ARS",1,"Binance"
"BNB","TUSD",1,"Binance"
"BNB","TRY",1,"Binance"
"BNB","BRL",1,"Binance"
"BNB","FDUSD",1,"Binance"
"LHB","USDT",1,"Bibox"
"GHT","USDT",1,"Bibox"
"LKN","USDT",1,"Bibox"
"IRIS","ETH",1,"Bibox"
"IRIS","USDT",2,"CoinEx;Gateio"
"IRIS","BTC",1,"CoinEx"
"IRIS","USD",1,"cryptodotcom"
"DPIE","USDT",1,"Bibox"
"BIX","ETH",1,"Bibox"
"BIX","BTC",1,"Bibox"
"BIX","USDT",1,"HuobiPro"
"GBK","USDT",1,"Bibox"
"KLP","USDT",1,"Bibox"
"CPC","ETH",1,"Bibox"
"CPC","USDT",1,"Bibox"
"CPC","BTC",1,"Kucoin"
"VNT","USDT",1,"Bibox"
"HMR","USDT",1,"Bibox"
"HMR","BTC",1,"Bitforex"
"XIV","USDT",1,"Bibox"
"BIHU","USDT",1,"Bibox"
"BGONE","BTC",1,"BigONE"
"BGONE","ETH",1,"BigONE"
"BGONE","USDT",1,"BigONE"
"BIT","ETH",1,"bilaxy"
"BIT","BTC",1,"bybit"
"BIT","DAI",1,"bybit"
"BIT","USDC",1,"bybit"
"BIT","KRW",2,"Coinone;Korbit"
"BIT","USD",1,"Kraken"
"BIT","EUR",1,"Kraken"
"BIT","USDT",1,"LAToken"
"INSUR","USDC",1,"bilaxy"
"INSUR","ETH",1,"Gateio"
"INSUR","USDT",1,"mexc"
"MOD","ETH",1,"bilaxy"
"MOD","BTC",1,"Kucoin"
"MOD","USDT",1,"Kucoin"
"PAINT","ETH",1,"bilaxy"
"PAINT","USDT",1,"mexc"
"ALI","USDC",1,"bilaxy"
"ALI","USDT",4,"CoinEx;Gateio;HuobiPro;mexc"
"ALI","USD",1,"cryptodotcom"
"GLQ","ETH",1,"bilaxy"
"GLQ","USDT",4,"CoinEx;Gateio;Kucoin;mexc"
"GLQ","BTC",1,"Kucoin"
"L3","ETH",1,"bilaxy"
"L3","USDT",5,"bitget;BitMart;bybit;Gateio;mexc"
"L3","THB",1,"Bitkub"
"L3","USD",3,"Coinbase;cryptodotcom;Kraken"
"L3","KRW",1,"Coinone"
"L3","EUR",1,"Kraken"
"BCDT","ETH",1,"bilaxy"
"RARI","ETH",1,"bilaxy"
"RARI","EUR",2,"bit2me;Kraken"
"RARI","USD",3,"Coinbase;cryptodotcom;Kraken"
"RARI","USDT",3,"CoinEx;cryptodotcom;Gateio"
"RARI","BTC",1,"Kraken"
"RARI","BRL",1,"MercadoBitcoin"
"HEX","ETH",1,"bilaxy"
"HEX","BTC",1,"HitBTC"
"HEX","USDT",1,"mexc"
"GSWAP","ETH",1,"bilaxy"
"GSWAP","USDT",1,"bkex"
"WHALE","ETH",1,"bilaxy"
"WHALE","USDT",1,"CoinEx"
"FSW","ETH",1,"bilaxy"
"FSW","USDT",1,"Poloniex"
"BEZOGE","ETH",1,"bilaxy"
"BEZOGE","USDT",1,"mexc"
"STRDY","ETH",1,"bilaxy"
"STRDY","USDT",1,"mexc"
"DDX","USDC",1,"bilaxy"
"DDX","USD",1,"Coinbase"
"DDX","EUR",1,"Coinbase"
"DDX","USDT",1,"CoinEx"
"MNZ","BUSD",1,"bilaxy"
"MNZ","USDT",1,"Gateio"
"1CAT","ETH",1,"bilaxy"
"1CAT","USDT",1,"Gateio"
"ONDO","ETH",1,"bilaxy"
"ONDO","USDT",9,"bitget;bybit;Cexio;cryptodotcom;Gateio;OKEX;Upbit;whitebit;Binance"
"ONDO","EUR",6,"bitget;Bitstamp;bitvavo;bybit;Kraken;whitebit"
"ONDO","USDC",4,"bitget;bybit;whitebit;Binance"
"ONDO","KRW",3,"Bithumb;Korbit;Upbit"
"ONDO","THB",1,"Bitkub"
"ONDO","USD",6,"Bitstamp;Cexio;Coinbase;cryptodotcom;Kraken;OKEX"
"ONDO","AUD",1,"BTCMarkets"
"ONDO","MANTLE",1,"bybit"
"ONDO","BTC",2,"CoinEx;Upbit"
"ONDO","BRL",1,"MercadoBitcoin"
"ONDO","CAD",1,"NDAX"
"ONDO","IDR",1,"Binance"
"ONDO","TRY",1,"Binance"
"DPI","ETH",1,"bilaxy"
"WISE","ETH",1,"bilaxy"
"NOIA","ETH",1,"bilaxy"
"NOIA","USDT",1,"CoinEx"
"NOIA","BTC",1,"Kucoin"
"LGCY","ETH",1,"bilaxy"
"LGCY","USDT",1,"Gateio"
"KAS","ETH",1,"bilaxy"
"KAS","EUR",3,"bit2me;bitvavo;Kraken"
"KAS","USDT",4,"bitget;bybit;Gateio;Kraken"
"KAS","USD",3,"btse;Cexio;Kraken"
"KAS","USDC",3,"bybit;CoinEx;mexc"
"KAS","INR",1,"coindcx"
"KAS","BTC",2,"CoinEx;Kucoin"
"KAS","KRW",1,"Coinone"
"KAS","TRY",1,"Gateio"
"KAS","USDE",1,"mexc"
"KAS","USD1",1,"mexc"
"KISHU","ETH",1,"bilaxy"
"KISHU","USDT",3,"BitMart;CoinEx;mexc"
"KISHU","USDC",1,"OKEX"
"KISHU","TRX",1,"Poloniex"
"AVG","ETH",1,"bilaxy"
"AVG","USDT",1,"mexc"
"ANI","BNB",1,"bilaxy"
"KUMA","ETH",1,"bilaxy"
"KUMA","USDT",1,"Gateio"
"BSCPAD","BNB",1,"bilaxy"
"BSCPAD","ETH",1,"Gateio"
"BSCPAD","USDT",1,"Gateio"
"DEXT","ETH",1,"bilaxy"
"DEXT","USD",1,"Coinbase"
"DEXT","USDT",1,"CoinEx"
"WTAO","ETH",1,"bilaxy"
"BASEDAI","ETH",1,"bilaxy"
"BASEDAI","USDT",1,"mexc"
"SPECT","ETH",1,"bilaxy"
"SPECT","USDT",6,"bingx;Bitfinex;bybit;CoinEx;Gateio;mexc"
"SPECT","USD",2,"Bitfinex;cryptodotcom"
"SPECT","THB",1,"Bitkub"
"PAID","ETH",1,"bilaxy"
"STARL","ETH",1,"bilaxy"
"STARL","USDT",3,"Gateio;LAToken;mexc"
"STARL","BTC",1,"HitBTC"
"STARL","USDC",1,"OKEX"
"HAPI","ETH",1,"bilaxy"
"HAPI","USD",1,"Cexio"
"HAPI","USDT",1,"Gateio"
"FCL","ETH",1,"bilaxy"
"FCL","USDT",1,"Bitfinex"
"FCL","USD",1,"Bitfinex"
"HEZ","ETH",1,"bilaxy"
"PRQ","ETH",1,"bilaxy"
"PRQ","USD",1,"Coinbase"
"PRQ","BTC",1,"cryptodotcom"
"PRQ","USDT",1,"mexc"
"PRQ","USDC",1,"OKEX"
"XCAD","ETH",1,"bilaxy"
"XCAD","USD",1,"Bitfinex"
"XCAD","USDT",3,"bybit;Gateio;Kucoin"
"CEEK","BNB",1,"bilaxy"
"CEEK","USDT",3,"CoinEx;Gateio;mexc"
"CEEK","ETH",1,"Gateio"
"CEEK","USDC",1,"OKEX"
"CEEK","BTC",1,"probit"
"FLIP","ETH",1,"bilaxy"
"FLIP","USDT",5,"bybit;CoinEx;cryptodotcom;Gateio;Kucoin"
"FLIP","USD",1,"cryptodotcom"
"FLIP","TRY",1,"Gateio"
"XRT","ETH",1,"bilaxy"
"XRT","USDT",1,"HuobiPro"
"XRT","BTC",1,"HuobiPro"
"XRT","EUR",1,"Kraken"
"XRT","USD",1,"Kraken"
"DPX","ETH",1,"bilaxy"
"DPX","USDT",1,"bybit"
"JUPI","ETH",1,"bilaxy"
"IQT","ETH",1,"bilaxy"
"IQT","USDT",1,"Gateio"
"ROOK","ETH",1,"bilaxy"
"ROOK","USDT",1,"CoinEx"
"ROOK","BTC",1,"HitBTC"
"ROOK","USD",1,"Kraken"
"ROOK","EUR",1,"Kraken"
"ROOT","ETH",1,"bilaxy"
"ROOT","USDT",6,"BitMart;bybit;CoinEx;Gateio;Kucoin;mexc"
"SHRAP","ETH",1,"bilaxy"
"SHRAP","USDT",2,"CoinEx;Kucoin"
"SHRAP","USD",1,"cryptodotcom"
"NEXT","ETH",1,"bilaxy"
"NEXT","USDT",1,"bybit"
"CELL","ETH",1,"bilaxy"
"CELL","USDT",4,"BitMart;Gateio;LAToken;mexc"
"LAI","ETH",1,"bilaxy"
"LAI","USD",1,"Cexio"
"LAI","USDT",3,"CoinEx;Gateio;mexc"
"EXRD","USDC",1,"bilaxy"
"FUEL","ETH",1,"bilaxy"
"FUEL","USDT",3,"bitget;BitMart;bybit"
"FUEL","EUR",1,"bitvavo"
"QUIL","ETH",1,"bilaxy"
"QUIL","USDT",2,"CoinEx;xtpub"
"INDEX","ETH",1,"bilaxy"
"INDEX","USD",1,"Coinbase"
"INDEX","USDT",2,"CoinEx;mexc"
"INDEX","KRW",1,"Korbit"
"SHROOM","ETH",1,"bilaxy"
"SHROOM","USDT",1,"Bitforex"
"WNCG","ETH",1,"bilaxy"
"WNCG","USD",1,"Bitfinex"
"WNCG","KRW",2,"Bithumb;Coinone"
"WNCG","USDT",3,"CoinEx;Gateio;mexc"
"WNCG","BTC",1,"Gateio"
"UBT","ETH",1,"bilaxy"
"UBT","USDT",1,"BitMart"
"UBT","EUR",1,"BitTrex"
"UBT","BTC",1,"HitBTC"
"RPL","ETH",1,"bilaxy"
"RPL","EUR",3,"bit2me;bitvavo;Kraken"
"RPL","USDT",6,"bitget;bybit;Gateio;OKEX;whitebit;Binance"
"RPL","KRW",3,"Bithumb;Coinone;Korbit"
"RPL","USD",3,"Coinbase;cryptodotcom;Kraken"
"RPL","AUD",1,"CoinJar"
"RPL","PHP",1,"coinspro"
"RPL","USDC",1,"Binance"
"CATTO","ETH",1,"bilaxy"
"ORDER","ETH",1,"bilaxy"
"ORDER","USDT",3,"bitget;bybit;Gateio"
"ORDER","KRW",3,"Bithumb;Coinone;Upbit"
"ORDER","THB",1,"Bitkub"
"ORDER","USD",2,"cryptodotcom;Kraken"
"ORDER","EUR",1,"Kraken"
"ORDER","BTC",1,"Upbit"
"LCX","ETH",1,"bilaxy"
"LCX","USDT",2,"bitrue;LAToken"
"LCX","USD",2,"Coinbase;Kraken"
"LCX","BTC",1,"HitBTC"
"LCX","EUR",1,"Kraken"
"USDC","USDT",15,"binanceusa;Bitfinex;bitget;Bitstamp;bullish;bybit;Cexio;Coinbase;deribit;Gateio;hashkey;Kraken;OKEX;whitebit;Binance"
"USDC","USD",8,"binanceusa;Bitfinex;Bitstamp;bullish;Cexio;Kraken;lmax;Binance"
"USDC","EUR",11,"bitget;Bitstamp;bitvavo;bullish;bybit;Cexio;Coinbase;Kraken;OKEX;whitebit;Binance"
"USDC","KRW",5,"Bithumb;Coinone;gopax;Korbit;Upbit"
"USDC","THB",1,"Bitkub"
"USDC","BRL",5,"Bitso;bybit;MercadoBitcoin;OKEX;Binance"
"USDC","COP",1,"Bitso"
"USDC","ARS",1,"Bitso"
"USDC","MXN",1,"Bitso"
"USDC","AUD",5,"BTCMarkets;CoinJar;IndependentReserve;Kraken;OKEX"
"USDC","GBP",4,"Cexio;Coinbase;CoinJar;Kraken"
"USDC","NZD",1,"IndependentReserve"
"USDC","SGD",2,"IndependentReserve;OKEX"
"USDC","CAD",2,"Kraken;NDAX"
"USDC","CHF",1,"Kraken"
"USDC","UAH",1,"Kuna"
"USDC","NGN",1,"Luno"
"USDC","ZAR",1,"Luno"
"USDC","USDF",1,"mexc"
"USDC","TRY",2,"whitebit;Binance"
"USDC","CZK",1,"Binance"
"USDC","IDR",1,"Binance"
"USDC","RON",1,"Binance"
"USDC","PLN",1,"Binance"
"AAVE","USDT",9,"binanceusa;Bitfinex;bitget;bybit;cryptodotcom;Gateio;OKEX;whitebit;Binance"
"AAVE","USD",9,"binanceusa;Bitfinex;Bitstamp;Coinbase;cryptodotcom;hashkey;Kraken;lmax;OKEX"
"AAVE","BTC",7,"bitget;Bitstamp;Coinbase;Kraken;Upbit;whitebit;Binance"
"AAVE","USDC",6,"bitget;bullish;bybit;Cexio;whitebit;Binance"
"AAVE","KRW",3,"Bithumb;Korbit;Upbit"
"AAVE","THB",1,"Bitkub"
"AAVE","EUR",6,"Bitstamp;bitvavo;Coinbase;Kraken;OKEX;whitebit"
"AAVE","AUD",3,"BTCMarkets;CoinJar;IndependentReserve"
"AAVE","GBP",3,"Coinbase;CoinJar;Kraken"
"AAVE","ETH",3,"Gateio;Kraken;Binance"
"AAVE","NZD",1,"IndependentReserve"
"AAVE","KCS",1,"Kucoin"
"AAVE","ZAR",1,"Luno"
"AAVE","MYR",1,"Luno"
"AAVE","BRL",1,"MercadoBitcoin"
"AAVE","CAD",1,"NDAX"
"AAVE","TRY",2,"whitebit;Binance"
"AAVE","FDUSD",1,"Binance"
"ONE","USD",3,"binanceusa;cryptodotcom;OKEX"
"ONE","USDT",7,"binanceusa;bitget;bybit;cryptodotcom;Gateio;OKEX;Binance"
"ONE","EUR",1,"bitvavo"
"ONE","USDC",1,"CoinEx"
"ONE","KRW",1,"Korbit"
"ONE","BTC",1,"Kucoin"
"ONE","TRY",1,"Binance"
"DAR","USDT",1,"binanceusa"
"DAR","KRW",1,"Bithumb"
"DAR","USD",1,"Coinbase"
"DAR","ETH",1,"Gateio"
"DUSK","USDT",4,"binanceusa;bitget;Gateio;Binance"
"DUSK","USD",1,"Bitfinex"
"DUSK","EUR",1,"bitvavo"
"DUSK","ETH",1,"Gateio"
"DUSK","BTC",1,"Binance"
"RVN","USD",3,"binanceusa;cryptodotcom;OKEX"
"RVN","USDT",7,"bitget;bybit;Gateio;OKEX;Upbit;whitebit;Binance"
"RVN","KRW",2,"Bithumb;Upbit"
"RVN","EUR",1,"bitvavo"
"RVN","BTC",1,"Upbit"
"RVN","USDC",1,"Binance"
"RVN","TRY",1,"Binance"
"RENDER","USDT",8,"binanceusa;bitget;bybit;cryptodotcom;Gateio;OKEX;whitebit;Binance"
"RENDER","JPY",1,"BitBank"
"RENDER","USDC",5,"bitget;bybit;Gateio;whitebit;Binance"
"RENDER","KRW",3,"Bithumb;Coinone;Upbit"
"RENDER","EUR",4,"bitvavo;Kraken;whitebit;Binance"
"RENDER","USD",4,"Coinbase;cryptodotcom;Kraken;OKEX"
"RENDER","AUD",2,"CoinJar;IndependentReserve"
"RENDER","GBP",1,"CoinJar"
"RENDER","SGD",1,"IndependentReserve"
"RENDER","BRL",2,"MercadoBitcoin;Binance"
"RENDER","CAD",1,"NDAX"
"RENDER","BTC",3,"Upbit;whitebit;Binance"
"RENDER","TRY",2,"whitebit;Binance"
"RENDER","FDUSD",1,"Binance"
"GEOJ","USD",1,"binanceusa"
"GEOJ","USDT",1,"binanceusa"
"GEOJ","ETH",1,"Kucoin"
"ZEC","USDT",4,"binanceusa;HuobiPro;whitebit;Binance"
"ZEC","EUR",2,"bit2me;Kraken"
"ZEC","BTC",3,"Bitfinex;whitebit;Binance"
"ZEC","USD",4,"Bitfinex;Coinbase;Kraken;OKEX"
"ZEC","USDC",2,"CoinEx;Binance"
"ZEC","XRP",1,"coinfield"
"ZEC","EOS",1,"HitBTC"
"ZEC","EURS",1,"HitBTC"
"ZEC","KCS",1,"Kucoin"
"ZEC","UAH",1,"Kuna"
"ZEC","ETH",1,"Binance"
"FET","USD",7,"binanceusa;Bitfinex;Bitstamp;Cexio;Coinbase;cryptodotcom;Kraken"
"FET","USDT",10,"binanceusa;Bitfinex;bitget;bybit;Coinbase;cryptodotcom;Gateio;OKEX;whitebit;Binance"
"FET","USDC",5,"bitget;bybit;Gateio;whitebit;Binance"
"FET","KRW",3,"Bithumb;Coinone;Korbit"
"FET","THB",1,"Bitkub"
"FET","EUR",5,"Bitstamp;bitvavo;Kraken;OKEX;whitebit"
"FET","GBP",1,"CoinJar"
"FET","AUD",1,"CoinJar"
"FET","ETH",1,"Kucoin"
"FET","BRL",1,"MercadoBitcoin"
"FET","CAD",1,"NDAX"
"FET","BTC",2,"whitebit;Binance"
"FET","TRY",2,"whitebit;Binance"
"FET","BNB",1,"Binance"
"FET","FDUSD",1,"Binance"
"MIOTA","USD",3,"binanceusa;Bitfinex;OKEX"
"MIOTA","USDT",5,"binanceusa;Cexio;Gateio;OKEX;Binance"
"MIOTA","KRW",3,"Bithumb;Coinone;Upbit"
"MIOTA","EUR",1,"bitvavo"
"MIOTA","USDC",2,"CoinEx;Binance"
"MIOTA","BTC",3,"CoinEx;Gateio;Binance"
"MIOTA","TRY",1,"Binance"
"MIOTA","ETH",1,"Binance"
"DOT","USDT",12,"binanceusa;Bitfinex;bitget;bybit;Cexio;Coinbase;cryptodotcom;Gateio;Kraken;OKEX;whitebit;Binance"
"DOT","USD",8,"binanceusa;Bitfinex;Bitstamp;Cexio;Coinbase;cryptodotcom;Kraken;OKEX"
"DOT","JPY",2,"BitBank;Kraken"
"DOT","USDC",7,"bitget;bullish;bybit;Gateio;Kraken;whitebit;Binance"
"DOT","KRW",4,"Bithumb;Coinone;Korbit;Upbit"
"DOT","THB",1,"Bitkub"
"DOT","EUR",7,"Bitstamp;bitvavo;Coinbase;Kraken;OKEX;whitebit;Binance"
"DOT","AUD",3,"BTCMarkets;CoinJar;IndependentReserve"
"DOT","BTC",7,"bybit;Coinbase;Gateio;Kraken;Upbit;whitebit;Binance"
"DOT","GBP",2,"Coinbase;Kraken"
"DOT","BCH",1,"CoinEx"
"DOT","SGD",1,"IndependentReserve"
"DOT","NZD",1,"IndependentReserve"
"DOT","ETH",2,"Kraken;Binance"
"DOT","KCS",1,"Kucoin"
"DOT","MYR",1,"Luno"
"DOT","ZAR",1,"Luno"
"DOT","IDR",1,"Luno"
"DOT","BRL",2,"MercadoBitcoin;Binance"
"DOT","CAD",1,"NDAX"
"DOT","USDD",1,"Poloniex"
"DOT","TRY",2,"whitebit;Binance"
"DOT","FDUSD",1,"Binance"
"DOT","BNB",1,"Binance"
"POL","USDT",9,"binanceusa;Bitfinex;bitget;bybit;cryptodotcom;Gateio;OKEX;whitebit;Binance"
"POL","JPY",2,"BitBank;Binance"
"POL","USD",7,"Bitfinex;Bitstamp;Coinbase;cryptodotcom;Kraken;OKEX;whitebit"
"POL","USDC",5,"bitget;bullish;bybit;whitebit;Binance"
"POL","KRW",3,"Bithumb;Korbit;Upbit"
"POL","THB",1,"Bitkub"
"POL","EUR",5,"Bitstamp;bitvavo;Kraken;whitebit;Binance"
"POL","AUD",1,"CoinJar"
"POL","ZAR",1,"Luno"
"POL","MYR",1,"Luno"
"POL","BRL",2,"MercadoBitcoin;Binance"
"POL","CAD",1,"NDAX"
"POL","BTC",3,"Upbit;whitebit;Binance"
"POL","TRY",2,"whitebit;Binance"
"POL","ETH",1,"Binance"
"POL","IDR",1,"Binance"
"POL","FDUSD",1,"Binance"
"POL","BNB",1,"Binance"
"PEPE","USDT",10,"binanceusa;Bitfinex;bitget;bybit;cryptodotcom;Gateio;OKEX;Upbit;whitebit;Binance"
